koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period_err1,koi_period_err2,koi_time0bk_err1,koi_time0bk_err2,koi_impact_err1,koi_duration_err1,koi_duration_err2,koi_depth,koi_teq,koi_model_snr,koi_slogg,koi_slogg_err2,ra,dec,koi_kepmag
2,1,0,1,1,4.5e-06,-4.5e-06,0.0072900000000000005,-0.0072900000000000005,0.039,0.355,-0.355,38.2,2254,25.8,4.337,-0.185,291.25777999999997,42.580139,13.867
0,0,0,0,0,7.120000000000001e-05,-7.120000000000001e-05,0.0128,-0.0128,0.38299999999999995,0.355,-0.355,26.2,1203,11.5,4.323,-0.14400000000000002,294.12487999999996,46.67289,12.788
0,0,0,0,0,0.0001171,-0.0001171,0.008409999999999999,-0.008409999999999999,0.435,0.47200000000000003,-0.47200000000000003,57.0,1016,8.9,4.244,-0.125,292.20471000000003,37.221218,13.96
1,0,0,0,0,0.0003556,-0.0003556,0.00926,-0.00926,0.245,0.27,-0.27,142.0,836,15.3,3.802,-0.23,299.86182,45.827351,13.960999999999999
0,0,0,0,0,3.51e-07,-3.51e-07,0.000647,-0.000647,0.201,0.10400000000000001,-0.10400000000000001,1107.6,1788,62.0,4.566,-0.048,285.25616,41.595589000000004,15.985999999999999
2,0,0,1,1,4.1899999999999995e-05,-4.1899999999999995e-05,0.0148,-0.0148,0.39899999999999997,0.513,-0.513,73.8,1516,8.8,4.484,-0.204,296.99017000000003,47.130660999999996,14.049000000000001
2,0,1,1,1,1.79e-06,-1.79e-06,0.0019,-0.0019,0.6679999999999999,0.0946,-0.0946,265.5,1972,43.3,4.481,-0.1,295.2811,40.132858,14.964
0,0,0,0,0,9.290000000000001e-05,-9.290000000000001e-05,0.00577,-0.00577,0.033,0.182,-0.182,43.7,1030,12.9,4.065,-0.098,290.45831,48.661369,11.265
1,0,0,0,0,4.88e-05,-4.88e-05,0.00704,-0.00704,0.36200000000000004,0.16699999999999998,-0.16699999999999998,35.7,1108,14.9,4.275,-0.10800000000000001,287.37125,39.603569,12.4
1,0,0,0,0,0.002148,-0.002148,0.00966,-0.00966,0.413,0.345,-0.345,1530.0,186,14.8,4.822,-0.054000000000000006,300.48816,44.46067,15.873
0,0,0,0,0,1.66e-06,-1.66e-06,0.00207,-0.00207,0.13699999999999998,0.0834,-0.0834,156.4,2782,16.6,3.635,-0.14400000000000002,292.90771,38.68309,15.069
2,1,0,0,0,6.54e-05,-6.54e-05,0.00619,-0.00619,0.879,0.0,0.0,641.1,989,254.3,4.481,-0.2,295.50211,38.983540000000005,13.099
1,0,0,0,0,2.11e-05,-2.11e-05,0.00731,-0.00731,0.452,0.196,-0.196,82.4,1522,12.7,4.434,-0.22399999999999998,295.32982999999996,42.534962,15.332
2,0,0,1,0,3.3100000000000005e-05,-3.3100000000000005e-05,0.006940000000000001,-0.006940000000000001,0.252,0.22399999999999998,-0.22399999999999998,84.2,1051,32.8,4.57,-0.168,297.50562,39.756802,13.655999999999999
2,0,0,1,0,1.1400000000000001e-05,-1.1400000000000001e-05,0.00836,-0.00836,0.2795,0.573,-0.573,600.8,2494,14.7,4.263999999999999,-0.42200000000000004,290.86606,40.901581,12.114
2,0,1,1,0,8.84e-07,-8.84e-07,0.00091,-0.00091,0.091,0.0296,-0.0296,339.6,1769,57.0,4.466,-0.125,298.92361,40.749538,14.333
2,0,0,1,1,0.00010180000000000001,-0.00010180000000000001,0.0248,-0.0248,0.302,0.43200000000000005,-0.43200000000000005,162.2,1026,18.7,4.473,-0.195,291.8269,41.7099,15.562999999999999
0,0,0,0,0,8.190000000000001e-05,-8.190000000000001e-05,0.007670000000000001,-0.007670000000000001,0.11199999999999999,0.20199999999999999,-0.20199999999999999,35.1,980,11.7,4.275,-0.10800000000000001,287.37125,39.603569,12.4
2,0,0,0,1,0.0001345,-0.0001345,0.040999999999999995,-0.040999999999999995,0.395,0.867,-0.867,259.5,811,8.3,4.612,-0.017,290.15722999999997,38.52438,15.104000000000001
1,0,0,0,0,0.0006215,-0.0006215,0.00688,-0.00688,0.013000000000000001,0.231,-0.231,1112.5,322,14.2,4.617,-0.032,301.72076,44.41206,15.856
1,0,0,0,0,8.8e-05,-8.8e-05,0.0107,-0.0107,0.43799999999999994,0.135,-0.135,1544.0,354,11.3,5.091,-0.01,289.37667999999996,41.158671999999996,17.058
1,0,0,0,0,0.00010209999999999999,-0.00010209999999999999,0.00993,-0.00993,0.4,0.249,-0.249,45.2,788,13.7,4.513999999999999,-0.128,286.38693,47.016628000000004,12.897
0,0,0,0,0,4.57e-06,-4.57e-06,0.00643,-0.00643,0.10400000000000001,0.20199999999999999,-0.20199999999999999,14.7,3375,9.4,3.948,-0.111,291.92636,37.101292,11.283
1,0,0,0,0,1.4099999999999999e-05,-1.4099999999999999e-05,0.00441,-0.00441,0.513,0.125,-0.125,98.5,1360,13.1,4.452,-0.10400000000000001,293.62307999999996,47.961909999999996,14.800999999999998
0,0,0,0,0,0.0003549,-0.0003549,0.00468,-0.00468,0.266,0.18,-0.18,1054.0,417,11.9,4.413,-0.18,282.16364,43.510132,15.183
0,0,0,0,0,0.001501,-0.001501,0.00829,-0.00829,0.44,0.32299999999999995,-0.32299999999999995,1087.8,176,13.2,4.774,-0.04,295.11722000000003,39.27409,15.645
0,0,0,0,0,7.48e-05,-7.48e-05,0.00524,-0.00524,0.061,0.154,-0.154,225.3,710,14.0,4.575,-0.17600000000000002,298.2934,40.239632,14.634
2,1,0,0,0,0.01571,-0.01571,0.0344,-0.0344,0.363,1.1,-1.1,155.2,279,7.2,4.459,-0.22399999999999998,292.33884,38.84491,13.327
2,0,0,1,0,0.0008246000000000001,-0.0008246000000000001,0.015,-0.015,0.441,0.371,-0.371,373.7,578,14.5,4.297,-0.12,290.73447000000004,45.297791,15.085
2,0,0,1,1,1.93e-05,-1.93e-05,0.007890000000000001,-0.007890000000000001,0.0007,0.419,-0.419,42.5,2423,17.7,3.8939999999999997,-0.159,297.16086,39.63007,12.58
2,0,1,0,0,7.11e-07,-7.11e-07,0.00118,-0.00118,0.059000000000000004,0.0684,-0.0684,212.8,1886,18.7,4.59,-0.10400000000000001,288.59682999999995,46.326038,15.544
1,0,0,0,0,1.87e-05,-1.87e-05,0.00436,-0.00436,0.326,0.136,-0.136,121.9,1476,13.1,4.069,-0.168,300.93539,45.596539,13.767000000000001
2,0,0,1,0,0.0005967,-0.0005967,0.17600000000000002,-0.17600000000000002,0.1957,0.529,-0.529,172.2,1553,13.8,4.321000000000001,-0.318,290.64301,48.887501,14.059000000000001
2,0,0,1,0,8.23e-06,-8.23e-06,0.00351,-0.00351,0.387,0.121,-0.121,76.3,2064,15.1,4.029,-0.098,292.16486000000003,37.275742,13.609000000000002
2,1,0,1,1,3.7e-06,-3.7e-06,0.00316,-0.00316,0.951,0.195,-0.195,141.7,1904,25.5,4.378,-0.188,295.55756,46.172241,14.92
1,0,0,0,0,0.0001208,-0.0001208,0.006670000000000001,-0.006670000000000001,0.077,0.188,-0.188,167.3,886,13.6,4.388999999999999,-0.188,287.7627,43.274429,14.924000000000001
0,0,0,0,0,1.18e-05,-1.18e-05,0.00372,-0.00372,0.12,0.11599999999999999,-0.11599999999999999,46.9,1251,12.3,4.477,-0.07200000000000001,282.63617,43.3661,13.03
2,0,0,1,1,6.08e-05,-6.08e-05,0.0101,-0.0101,0.10400000000000001,0.254,-0.254,115.6,891,17.1,4.494,-0.10400000000000001,289.20833999999996,50.615990000000004,14.702
0,0,0,0,0,8.4e-05,-8.4e-05,0.00339,-0.00339,69.79,0.171,-0.171,2318.0,620,15.2,4.4110000000000005,-0.252,294.36514,46.501759,16.084
1,0,0,0,0,4.5799999999999995e-05,-4.5799999999999995e-05,0.0076,-0.0076,0.094,0.22699999999999998,-0.22699999999999998,201.8,980,9.9,4.496,-0.13,285.72272000000004,43.009479999999996,15.448
0,0,0,0,0,0.00024260000000000002,-0.00024260000000000002,0.0128,-0.0128,0.433,0.374,-0.374,89.2,819,9.3,4.285,-0.11199999999999999,288.37023999999997,43.35461,13.267999999999999
1,0,0,0,0,2.28e-07,-2.28e-07,0.000545,-0.000545,0.115,0.0417,-0.0417,285.6,2023,70.1,4.601,-0.07,285.41061,44.412209000000004,14.915
0,0,0,0,0,0.00022999999999999998,-0.00022999999999999998,0.0121,-0.0121,0.247,0.33799999999999997,-0.33799999999999997,119.4,1063,14.5,3.8080000000000003,-0.078,284.35312000000005,48.740210999999995,14.305
0,0,0,0,0,5.45e-05,-5.45e-05,0.00854,-0.00854,0.059000000000000004,0.209,-0.209,51.2,1357,11.2,4.2330000000000005,-0.18600000000000003,288.56729,41.09013,13.802
0,0,0,0,0,0.0008238,-0.0008238,0.0102,-0.0102,0.009000000000000001,0.423,-0.423,113.5,588,15.0,4.212,-0.11699999999999999,300.56241,46.037819,12.83
2,0,0,1,1,3.68e-05,-3.68e-05,0.00725,-0.00725,0.113,0.17,-0.17,369.6,1161,16.1,4.487,-0.2,289.91635,43.507671,15.888
2,1,0,1,0,4.4e-07,-4.4e-07,0.000367,-0.000367,0.363,0.0206,-0.0206,2022.9,2808,176.1,4.186,-0.18600000000000003,295.5596,46.17804,13.402000000000001
1,0,0,0,0,2.68e-05,-2.68e-05,0.004529999999999999,-0.004529999999999999,0.252,0.122,-0.122,85.8,1293,14.2,4.159,-0.172,281.89731,46.722664,13.95
0,0,0,0,0,2.25e-05,-2.25e-05,0.0058,-0.0058,0.266,0.179,-0.179,45.8,1919,14.3,4.137,-0.187,291.54343,38.048759000000004,13.458
1,0,0,0,0,0.0003165,-0.0003165,0.0118,-0.0118,0.12300000000000001,0.314,-0.314,89.5,1015,17.9,3.45,-0.13,290.62183,51.057301,13.007
1,0,0,0,0,2.3199999999999998e-05,-2.3199999999999998e-05,0.0057399999999999994,-0.0057399999999999994,0.312,0.154,-0.154,360.5,1064,11.6,4.5169999999999995,-0.15,296.159,44.563109999999995,15.965
1,0,0,0,0,0.00013340000000000002,-0.00013340000000000002,0.006540000000000001,-0.006540000000000001,0.23399999999999999,0.172,-0.172,73.4,1013,15.3,4.019,-0.114,298.20261,44.925831,13.095999999999998
2,0,1,1,0,0.002215,-0.002215,0.035,-0.035,0.013000000000000001,0.777,-0.777,472.9,400,19.9,4.578,-0.14400000000000002,287.24523999999997,38.68808,15.745
0,0,0,0,0,0.00123,-0.00123,0.00643,-0.00643,0.099,0.174,-0.174,477.1,463,15.5,3.991,-0.10099999999999999,298.03305,39.883179,13.985
2,1,0,1,1,0.00047759999999999995,-0.00047759999999999995,0.0411,-0.0411,0.313,0.369,-0.369,84.7,1299,36.6,3.7030000000000003,-0.10800000000000001,297.66504,40.681992,13.046
0,0,0,0,0,0.0001766,-0.0001766,0.00743,-0.00743,0.425,0.27699999999999997,-0.27699999999999997,61.7,791,13.8,4.294,-0.132,283.72427000000005,46.879112,12.674000000000001
2,0,0,1,1,2.25e-05,-2.25e-05,0.00734,-0.00734,0.40299999999999997,0.26,-0.26,44.0,1473,10.1,4.422,-0.18,288.19992,46.149421999999994,14.102
2,1,0,0,1,9.35e-06,-9.35e-06,0.0047799999999999995,-0.0047799999999999995,0.0573,0.158,-0.158,155.5,1126,20.7,4.65,-0.038,291.97629,37.668652,14.962
1,0,0,0,0,0.00012919999999999997,-0.00012919999999999997,0.00727,-0.00727,0.18,0.19899999999999998,-0.19899999999999998,263.7,651,12.9,4.4910000000000005,-0.027999999999999997,289.85889,48.693851,15.629000000000001
1,0,0,0,0,1.62e-05,-1.62e-05,0.00563,-0.00563,0.19399999999999998,0.145,-0.145,120.4,1379,15.1,4.446000000000001,-0.196,292.98834,49.484970000000004,15.18
2,1,0,0,0,0.1121,-0.1121,0.0486,-0.0486,0.4272,1.8,-1.8,531.2,244,12.8,4.466,-0.271,289.90698,42.0462,15.42
1,0,0,0,0,5.04e-05,-5.04e-05,0.00657,-0.00657,0.48700000000000004,0.147,-0.147,160.8,1003,14.7,4.466,-0.21600000000000003,292.15866,49.63776,15.158
0,0,0,0,0,7.18e-05,-7.18e-05,0.006690000000000001,-0.006690000000000001,0.174,0.325,-0.325,53.1,1303,13.4,4.15,-0.11199999999999999,293.68127000000004,41.611969,13.591
2,1,0,0,0,0.004808,-0.004808,0.0159,-0.0159,0.225,0.49200000000000005,-0.49200000000000005,822.5,327,13.1,4.275,-0.10800000000000001,288.90952000000004,51.930561,15.511
1,0,0,0,0,0.0001239,-0.0001239,0.0118,-0.0118,0.055,0.312,-0.312,79.5,981,13.2,4.24,-0.10800000000000001,292.67773,49.663909999999994,14.09
2,0,1,0,0,9.96e-06,-9.96e-06,0.00771,-0.00771,0.361,0.134,-0.134,56.3,2415,29.7,3.908,-0.11699999999999999,284.69277999999997,44.010208,13.09
2,0,0,1,0,3.89e-06,-3.89e-06,0.0027600000000000003,-0.0027600000000000003,0.045,0.113,-0.113,370.4,1398,14.1,4.582,-0.078,291.34879,51.256119,15.970999999999998
1,0,0,0,0,0.0007009,-0.0007009,0.00509,-0.00509,0.41100000000000003,0.787,-0.787,415.0,471,13.7,4.47,-0.22399999999999998,285.5575,49.33007,15.37
1,0,0,0,0,8.499999999999999e-05,-8.499999999999999e-05,0.004379999999999999,-0.004379999999999999,0.337,0.14,-0.14,95.5,958,31.6,4.192,-0.125,289.92145,46.74456,12.805
0,0,0,0,0,0.00032569999999999995,-0.00032569999999999995,0.0133,-0.0133,0.405,0.428,-0.428,176.8,713,9.7,4.329,-0.10800000000000001,294.69406000000004,45.86684,15.245999999999999
0,0,0,0,0,5.44e-05,-5.44e-05,0.0071,-0.0071,0.382,0.182,-0.182,212.0,731,11.9,4.622,-0.059000000000000004,287.96814,46.470612,15.485
2,0,1,1,1,5.18e-06,-5.18e-06,0.00461,-0.00461,0.15,0.124,-0.124,98.2,1790,15.1,4.546,-0.168,292.01379,42.28875,15.263
2,0,0,1,0,4.3e-06,-4.3e-06,0.0035299999999999997,-0.0035299999999999997,0.452,0.191,-0.191,138.3,1932,9.8,4.466,-0.20800000000000002,294.86813,44.283198999999996,15.238
2,0,0,0,1,2.57e-05,-2.57e-05,0.00665,-0.00665,0.055,0.13699999999999998,-0.13699999999999998,105.4,1295,18.1,3.978,-0.308,290.63043,44.565601,13.514000000000001
0,0,0,0,0,6.890000000000001e-05,-6.890000000000001e-05,0.0102,-0.0102,0.04,0.34,-0.34,98.8,2250,10.0,3.49,-0.094,295.1442,38.799831,12.357999999999999
2,0,0,0,1,3.3e-05,-3.3e-05,0.0052899999999999996,-0.0052899999999999996,0.198,0.129,-0.129,186.6,1780,24.1,3.286,-0.217,283.47574,41.775318,13.507
0,0,0,0,0,0.0003688,-0.0003688,0.00449,-0.00449,0.045,0.18,-0.18,277.3,476,14.8,4.3389999999999995,-0.15,290.9227,48.180328,13.224
2,0,1,1,1,3.79e-06,-3.79e-06,0.004070000000000001,-0.004070000000000001,0.0283,0.621,-0.621,292.1,839,34.7,4.9,-0.06,292.69855,37.778481,15.049000000000001
2,0,0,1,0,2.79e-06,-2.79e-06,0.00212,-0.00212,0.402,0.0918,-0.0918,175.1,1908,17.1,4.478,-0.22399999999999998,282.92773,42.80608,15.155999999999999
2,0,1,1,1,1.3800000000000002e-05,-1.3800000000000002e-05,0.0053100000000000005,-0.0053100000000000005,0.442,0.166,-0.166,116.3,1561,14.1,4.413,-0.217,287.96655,46.33849,14.975
0,0,0,0,0,0.003764,-0.003764,0.0181,-0.0181,0.027000000000000003,0.6459999999999999,-0.6459999999999999,428.1,413,16.1,4.168,-0.10800000000000001,294.94982999999996,38.60519,14.218
2,1,0,1,0,3.44e-07,-3.44e-07,0.000401,-0.000401,2.49,0.0223,-0.0223,2111.5,2240,117.2,4.435,-0.22399999999999998,297.72213999999997,48.710258,14.828
2,0,0,1,0,2.48e-05,-2.48e-05,0.00549,-0.00549,7.1,0.254,-0.254,305.1,1083,11.3,4.58,-0.184,295.19568,48.567421,15.302
0,0,0,0,0,0.0005677000000000001,-0.0005677000000000001,0.0040100000000000005,-0.0040100000000000005,0.005,0.299,-0.299,799.9,297,23.3,4.571000000000001,-0.052000000000000005,284.96851000000004,42.079201,14.157
0,0,0,0,0,0.00010549999999999999,-0.00010549999999999999,0.0123,-0.0123,0.389,0.439,-0.439,51.4,1146,10.6,4.361000000000001,-0.203,288.09564,40.365971,13.972999999999999
0,0,0,0,0,0.00018030000000000002,-0.00018030000000000002,0.0106,-0.0106,0.22699999999999998,0.295,-0.295,381.1,629,9.5,4.548,-0.09699999999999999,295.90502999999995,45.405429999999996,15.85
2,1,0,0,0,5.25e-07,-5.25e-07,0.000708,-0.000708,0.039,0.0501,-0.0501,286.8,1709,25.8,4.571000000000001,-0.08,294.63989,50.33419,15.23
0,0,0,0,0,0.0002829,-0.0002829,0.0119,-0.0119,0.023,0.271,-0.271,109.0,1061,15.2,4.021,-0.121,297.16089,40.042858,13.543
2,0,0,1,1,8.240000000000001e-05,-8.240000000000001e-05,0.0191,-0.0191,0.261,0.736,-0.736,122.7,970,9.5,4.626,-0.09699999999999999,290.84921,38.631840000000004,15.795
0,0,0,0,0,2.99e-05,-2.99e-05,0.00432,-0.00432,0.27899999999999997,0.124,-0.124,301.0,674,13.2,4.598,-0.018000000000000002,294.62097,49.89415,15.583
1,0,0,0,0,0.0005965,-0.0005965,0.00617,-0.00617,0.003,0.195,-0.195,159.1,528,16.9,3.783,-0.175,287.13489,47.488621,12.429
2,0,1,1,0,2.01e-05,-2.01e-05,0.00589,-0.00589,0.201,0.195,-0.195,203.7,1315,21.4,4.46,-0.21600000000000003,294.11237,46.252708,15.725
1,0,0,0,0,1.24e-05,-1.24e-05,0.00465,-0.00465,0.138,0.10400000000000001,-0.10400000000000001,185.3,1312,15.4,4.521,-0.184,293.74326,45.761589,15.424000000000001
1,0,0,0,0,9.2e-06,-9.2e-06,0.00262,-0.00262,0.006,0.0773,-0.0773,279.6,1190,20.1,4.421,-0.198,290.74432,43.26078,15.404000000000002
0,0,0,0,0,0.0024170000000000003,-0.0024170000000000003,0.0135,-0.0135,0.33299999999999996,0.391,-0.391,378.0,331,13.9,4.44,-0.099,285.66006,46.143471000000005,14.41
2,0,0,1,1,2.14e-05,-2.14e-05,0.0137,-0.0137,0.297,0.46399999999999997,-0.46399999999999997,37.4,2694,10.6,3.87,-0.132,294.71292,46.576221000000004,13.0
0,0,0,0,0,4.15e-05,-4.15e-05,0.013000000000000001,-0.013000000000000001,0.515,0.64,-0.64,184.3,1483,8.4,4.425,-0.195,295.37203999999997,38.897739,15.588
2,1,0,1,0,1.79e-06,-1.79e-06,0.00158,-0.00158,0.446,0.0543,-0.0543,321.0,1697,23.7,4.561,-0.179,298.29953,44.788990000000005,15.606
2,0,1,0,0,0.00032030000000000003,-0.00032030000000000003,0.0225,-0.0225,0.016,0.7559999999999999,-0.7559999999999999,620.1,669,13.2,4.604,-0.128,300.56305,43.980068,15.663
2,0,0,1,0,9.55e-06,-9.55e-06,0.00636,-0.00636,0.44,0.187,-0.187,69.3,1739,10.3,4.418,-0.203,298.01016,43.371590000000005,15.083
0,0,0,0,0,0.0003753,-0.0003753,0.0161,-0.0161,0.096,0.35,-0.35,55.2,787,14.9,4.192,-0.125,289.92145,46.74456,12.805
1,0,0,0,0,2.51e-05,-2.51e-05,0.006790000000000001,-0.006790000000000001,0.444,0.23800000000000002,-0.23800000000000002,57.0,1497,12.7,4.378,-0.172,288.16397,42.481079,14.144
2,0,0,1,0,6.36e-06,-6.36e-06,0.00514,-0.00514,0.015,0.165,-0.165,150.5,1673,14.8,4.435,-0.174,300.23093,46.0452,14.966
2,0,0,1,1,2.14e-05,-2.14e-05,0.0098,-0.0098,0.474,0.324,-0.324,169.5,1426,17.6,4.489,-0.20800000000000002,287.18967000000004,38.42382,15.627
2,0,0,1,1,1.3800000000000002e-05,-1.3800000000000002e-05,0.00643,-0.00643,0.139,0.162,-0.162,245.0,1139,17.9,4.6339999999999995,-0.09,287.96875,46.301659,15.915999999999999
2,1,0,1,0,0.008931999999999999,-0.008931999999999999,0.019,-0.019,0.2513,0.785,-0.785,719.7,304,13.3,4.373,-0.28600000000000003,298.05338,40.210739000000004,15.091
2,0,0,1,1,7.96e-06,-7.96e-06,0.006790000000000001,-0.006790000000000001,0.252,0.21,-0.21,152.7,1458,18.7,4.547,-0.084,287.98569,46.3484,15.472000000000001
2,0,1,1,1,1.13e-06,-1.13e-06,0.0008119999999999999,-0.0008119999999999999,1.2329999999999999,0.0424,-0.0424,10083.0,1310,230.7,4.625,-0.048,291.24866000000003,40.221352,15.312999999999999
0,0,0,0,0,0.0003508,-0.0003508,0.0124,-0.0124,0.213,0.353,-0.353,109.2,788,15.3,4.151,-0.11199999999999999,290.48007,51.965012,13.572000000000001
1,1,0,0,0,6.159999999999999e-05,-6.159999999999999e-05,0.0070799999999999995,-0.0070799999999999995,0.055,0.20199999999999999,-0.20199999999999999,90.7,1059,11.7,4.279,-0.175,289.07397000000003,40.366009000000005,13.382
2,1,0,0,0,0.025889999999999996,-0.025889999999999996,0.0474,-0.0474,0.20600000000000002,1.8,-1.8,652.8,253,17.7,4.512,-0.24100000000000002,285.85315,44.57222,15.345999999999998
2,0,0,0,1,7.57e-06,-7.57e-06,0.00889,-0.00889,0.299,0.784,-0.784,127.7,1573,27.8,4.577,-0.127,292.91196,47.47504,14.76
2,0,0,0,1,2.02e-05,-2.02e-05,0.015,-0.015,0.096,0.27399999999999997,-0.27399999999999997,233.7,1751,17.7,4.381,-0.201,294.54642,46.507870000000004,16.334
0,0,0,0,0,0.0002631,-0.0002631,0.0127,-0.0127,0.099,0.36200000000000004,-0.36200000000000004,108.2,912,12.5,4.27,-0.11,293.93832000000003,45.719021000000005,12.583
2,0,1,1,0,0.0009972999999999998,-0.0009972999999999998,0.00456,-0.00456,0.005,0.24100000000000002,-0.24100000000000002,2538.0,270,24.4,4.62,-0.09,293.20772999999997,41.698582,15.407
1,0,0,0,0,3.5499999999999996e-05,-3.5499999999999996e-05,0.006659999999999999,-0.006659999999999999,0.33399999999999996,0.207,-0.207,73.3,1236,10.6,4.378,-0.21,288.46909,46.78368,13.874
0,0,0,0,0,5.42e-05,-5.42e-05,0.00629,-0.00629,0.059000000000000004,0.146,-0.146,370.5,786,13.6,4.508,-0.04,291.39938,38.78775,15.825
0,0,0,0,0,0.0001557,-0.0001557,0.00601,-0.00601,0.046,0.17,-0.17,421.1,555,14.7,4.613,-0.09,284.9725,44.567551,15.789000000000001
0,0,0,0,0,0.006295,-0.006295,0.0873,-0.0873,0.105,13.2,-13.2,169.0,1138,6.3,4.39,-0.187,294.63516,40.322128,14.404000000000002
2,0,1,1,0,2.19e-06,-2.19e-06,0.00381,-0.00381,0.131,0.11900000000000001,-0.11900000000000001,44.2,2743,18.9,4.066,-0.127,298.46341,48.32185,13.333
0,0,0,0,0,0.0010609999999999999,-0.0010609999999999999,0.026000000000000002,-0.026000000000000002,0.441,0.496,-0.496,186.3,541,9.8,4.487,-0.21600000000000003,292.31601,42.626251,14.718
0,0,0,0,0,3.97e-06,-3.97e-06,0.00296,-0.00296,0.053,0.111,-0.111,71.5,1225,14.8,4.5889999999999995,-0.025,288.44305,42.456759999999996,13.958
2,0,0,1,1,1.32e-05,-1.32e-05,0.00885,-0.00885,0.27699999999999997,0.245,-0.245,104.2,1692,18.4,4.495,-0.2,295.19982999999996,46.731730999999996,15.377
0,0,0,0,0,2.44e-05,-2.44e-05,0.00307,-0.00307,0.049,0.18,-0.18,155.9,1060,9.0,4.303,-0.18,286.35339,44.961182,13.795
1,0,0,0,0,1.73e-05,-1.73e-05,0.00355,-0.00355,0.064,0.12300000000000001,-0.12300000000000001,296.3,927,17.9,4.524,-0.018000000000000002,285.17334,48.770039000000004,15.311
0,0,0,0,0,3.64e-05,-3.64e-05,0.00761,-0.00761,0.17600000000000002,0.213,-0.213,149.6,1327,16.2,4.292,-0.12,293.98871,46.718021,15.147
0,0,0,0,0,0.00035089999999999996,-0.00035089999999999996,0.0132,-0.0132,0.26899999999999996,0.405,-0.405,98.2,728,14.1,4.171,-0.11599999999999999,290.49987999999996,40.287689,14.216
2,0,0,1,1,4.14e-06,-4.14e-06,0.00466,-0.00466,0.20800000000000002,0.152,-0.152,186.6,1817,15.2,4.553,-0.152,296.47104,51.215221,15.855
2,1,0,0,0,0.001825,-0.001825,0.00928,-0.00928,0.41600000000000004,0.266,-0.266,536.9,720,11.7,2.9530000000000003,-0.027000000000000003,288.05292000000003,38.93792,13.199000000000002
2,0,0,0,1,1.4999999999999999e-05,-1.4999999999999999e-05,0.0058,-0.0058,0.41,0.217,-0.217,71.8,1638,9.1,4.422,-0.188,285.47534,38.099361,14.753
2,0,1,0,0,4.59e-05,-4.59e-05,0.0005269999999999999,-0.0005269999999999999,0.085,0.0171,-0.0171,8591.9,665,1134.3,3.685,-0.17800000000000002,292.13428,46.202419,12.045
0,0,0,0,0,0.00016769999999999998,-0.00016769999999999998,0.0072299999999999994,-0.0072299999999999994,0.376,0.19699999999999998,-0.19699999999999998,225.9,642,12.1,4.49,-0.175,293.13097999999997,38.159679,15.05
0,0,0,0,0,1.05e-05,-1.05e-05,0.00541,-0.00541,7.189,0.235,-0.235,921.7,2562,12.9,3.4360000000000004,-0.23399999999999999,300.92484,44.24968,16.494
0,0,0,0,0,0.0001528,-0.0001528,0.00823,-0.00823,0.006999999999999999,0.36200000000000004,-0.36200000000000004,191.2,905,8.8,4.083,-0.092,293.52756,41.111439000000004,15.162
0,0,0,0,0,1.67e-05,-1.67e-05,0.00228,-0.00228,0.196,0.0835,-0.0835,184.0,808,17.7,4.513,-0.06,281.89813,42.28587,13.472999999999999
2,0,1,1,0,1.39e-05,-1.39e-05,0.00581,-0.00581,0.033,0.18899999999999997,-0.18899999999999997,116.1,1374,27.9,4.465,-0.149,292.96982,45.905578999999996,14.4
0,0,0,0,0,0.0008167,-0.0008167,0.00392,-0.00392,0.0241,0.266,-0.266,687.0,376,13.5,4.399,-0.35100000000000003,283.72552,45.676849,14.200999999999999
1,0,0,0,0,6.54e-05,-6.54e-05,0.00939,-0.00939,0.359,0.276,-0.276,193.1,1125,9.5,3.927,-0.282,292.95526,47.573101,15.056
0,0,0,0,0,0.0005993,-0.0005993,0.0117,-0.0117,0.18100000000000002,0.336,-0.336,142.0,690,22.6,3.957,-0.155,295.1333,43.631432000000004,13.34
2,0,0,1,1,0.0001724,-0.0001724,0.0183,-0.0183,0.41200000000000003,0.5579999999999999,-0.5579999999999999,35.6,1390,11.0,3.826,-0.10300000000000001,298.82495,46.713531,12.797
0,0,0,0,0,2.44e-06,-2.44e-06,0.00309,-0.00309,0.218,0.0969,-0.0969,133.8,2141,15.3,4.501,-0.221,290.39172,43.440338,15.682
2,1,0,0,1,9.95e-07,-9.95e-07,0.00132,-0.00132,0.633,0.0555,-0.0555,170.6,2074,50.4,4.499,-0.23,293.80884,48.36562,13.940999999999999
1,0,0,0,0,7.95e-06,-7.95e-06,0.00487,-0.00487,0.196,0.183,-0.183,77.3,2102,13.5,4.315,-0.126,294.4418,40.571678000000006,14.978
2,0,0,1,0,0.0071730000000000006,-0.0071730000000000006,0.0421,-0.0421,0.021,1.7,-1.7,380.9,299,13.1,4.531000000000001,-0.054000000000000006,297.83713,42.079369,15.133
0,0,0,0,0,9.38e-06,-9.38e-06,0.00392,-0.00392,0.31,0.124,-0.124,130.9,1327,12.5,4.571000000000001,-0.136,299.27657999999997,44.291981,15.295
2,1,0,0,0,1.1e-06,-1.1e-06,0.0013800000000000002,-0.0013800000000000002,0.23,0.0593,-0.0593,79.4,3552,21.9,3.58,-0.135,299.41986,47.562832,12.985
