omdb_id,omdb_title,omdb_year,omdb_rated,omdb_released,omdb_runtime,omdb_director,omdb_actors,omdb_language,omdb_country,omdb_ratings,omdb_metascore,omdb_imdbRating,omdb_imdbVotes
tt1787988,Talaash,2012,Not Rated,30 Nov 2012,140 min,Reema Kagti,"Aamir Khan, Kareena Kapoor, Nawazuddin Siddiqui, Rani Mukerji","Hindi, English, Marathi, Tamil",India,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"36,727"
tt2796678,The Opposite Sex,2014,Not Rated,21 May 2015,97 min,"Jennifer Finnigan, Jonathan Silverman","Geoff Stults, Mena Suvari, Jennifer Finnigan, Josh Hopkins",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,848
tt9036126,Adam Sandler: 100% Fresh,2018,N/A,23 Oct 2018,73 min,"Steven Brill, Nicholaus Goossen","Adam Sandler, Rob Schneider, Dan Bulla",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.6,"3,715"
tt1302555,Cyprien,2009,N/A,25 Feb 2009,98 min,David Charhon,"Elie Semoun, Léa Drucker, Laurent Stocker, Vincent Desagnat",French,France,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A,3.8,711
tt2958484,The Smurfs: The Legend of Smurfy Hollow,2013,G,26 Oct 2013,22 min,Stephan Franck,"Jack Angel, Fred Armisen, Hank Azaria, Gary Basaraba",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,588
tt1438534,Primal,2010,Not Rated,23 Sep 2010,80 min,Josh Reed,"Zoë Gameau, Krew Boylan, Lindsay Farris, Rebekah Foord",English,Australia,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,4.9,"5,699"
tt2034761,Journey to the Christmas Star,2012,G,09 Nov 2012,80 min,Nils Gaup,"Vilde Zeiner, Anders Baasmo Christiansen, Agnes Kittelsen, Stig Werner Moe",Norwegian,Norway,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,"1,108"
tt2102396,Artificial Paradises,2012,N/A,04 May 2012,96 min,Marcos Prado,"Nathalia Dill, Luca Bianchi, Lívia de Bueno, Bernardo Barreto",Portuguese,Brazil,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.4,"3,089"
tt7986790,Gekijouban Macross Delta: Gekijou no Walküre,2018,N/A,09 Feb 2018,120 min,Shôji Kawamori,Minori Suzuki,Japanese,Japan,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,19
tt6945882,Vixen: The Movie,2017,Not Rated,23 May 2017,74 min,"Curt Geda, James Tucker","Megalyn Echikunwoke, Stephen Amell, Katie Cassidy, Franz Drameh",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,811
tt1047011,Unfinished Song,2012,PG-13,22 Feb 2013,90 min,Paul Andrew Williams,"Terence Stamp, Vanessa Redgrave, Gemma Arterton, Barry Martin",English,"UK, Germany","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,"6,743"
tt3521164,Moana,2016,PG,23 Nov 2016,107 min,"Ron Clements, John Musker, Don Hall(co-director), Chris Williams(co-director)","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.6,"233,652"
tt6442978,Mommy Dead and Dearest,2017,TV-MA,11 Mar 2017,82 min,Erin Lee Carr,"Jim Arnott, David Blanchard, Dee Dee Blanchard, Gypsy Rose Blanchard",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.4,"5,967"
tt5537228,Everybody Loves Somebody,2017,PG-13,17 Feb 2017,102 min,Catalina Aguilar Mastretta,"Karla Souza, José María Yazpik, Ben O'Toole, Alejandro Camacho","English, Spanish",Mexico,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.5,"3,518"
tt2948712,Anarchy Parlor,2015,Not Rated,12 May 2015,98 min,"Devon Downs, Kenny Gage","Robert LaSardo, Jordan James Smith, Joey Fisher, Anthony Del Negro","English, Lithuanian",Lithuania,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,"1,960"
tt4933782,"Murder, She Baked: A Plum Pudding Mystery",2015,Not Rated,23 Nov 2015,85 min,Kristoffer Tabori,"Alison Sweeney, Cameron Mathison, Barbara Niven, Lisa Durupt","English, French, Italian","USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,952
tt7670212,The Golden Glove,2019,Not Rated,27 Sep 2019,115 min,Fatih Akin,"Jonas Dassler, Margarete Tiesel, Katja Studt, Marc Hosemann","German, Greek","Germany, France","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.7,"3,247"
tt3296658,Rams,2015,R,28 May 2015,93 min,Grímur Hákonarson,"Sigurður Sigurjónsson, Theodór Júlíusson, Charlotte Bøving, Jón Benónýsson",Icelandic,"Iceland, Denmark, Norway, Poland","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.3,"11,216"
tt2328813,Hard to Be a God,2013,Not Rated,27 Feb 2014,177 min,Aleksey German,"Leonid Yarmolnik, Aleksandr Chutko, Yuriy Tsurilo, Evgeniy Gerchakov",Russian,Russia,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,6.7,"4,152"
tt2014202,Dawn Rider,2012,R,29 May 2012,94 min,Terry Miles,"Christian Slater, Jill Hennessy, Donald Sutherland, Ben Cotton",English,Canada,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,"1,801"
tt5653514,Bad Day for the Cut,2017,Not Rated,20 Oct 2017,99 min,Chris Baugh,"Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,6.5,"4,162"
tt1465505,Red White & Blue,2010,Not Rated,08 Oct 2010,103 min,Simon Rumley,"Amanda Fuller, Marc Senter, Jon Michael Davis, Nick Holden",English,"UK, USA","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.4,"5,263"
tt10261338,The Promised Land,2019,N/A,18 Oct 2019,N/A,Takahisa Zeze,"Hana Sugisaki, Gô Ayano, Nijirô Murakami, Asuka Kurosawa",Japanese,Japan,[],N/A,N/A,N/A
tt2622826,Avalanche Sharks,2014,Not Rated,12 Jan 2014,82 min,Scott Wheeler,"Alexander Mendeluk, Kate Nauta, Benjamin Easterday, Eric Scott Woods",English,Canada,"[{'Source': 'Internet Movie Database', 'Value': '2.3/10'}]",N/A,2.3,"1,836"
tt2338424,Tumbledown,2015,R,05 Feb 2016,105 min,Sean Mewshaw,"Dianna Agron, Rebecca Hall, Jason Sudeikis, Joe Manganiello",English,"USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.2,"6,018"
tt4126694,1 Night,2016,TV-14,10 Feb 2017,80 min,Minhal Baig,"Anna Camp, Justin Chatwin, Isabelle Fuhrman, Kyle Allen",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,"1,736"
tt7853260,Silukkuvarupatti Singam,2018,N/A,21 Dec 2018,134 min,Chella,"Vishnu Vishal, Regina Cassandra, Anandraj, P. Ravi Shankar",Tamil,India,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,264
tt3390572,Haider,2014,Not Rated,02 Oct 2014,160 min,Vishal Bhardwaj,"Tabu, Shahid Kapoor, Shraddha Kapoor, Kay Kay Menon",Hindi,India,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,8.1,"46,581"
tt2510434,Alien Abduction,2014,Not Rated,01 May 2014,85 min,Matty Beckerman,"Katherine Sigismund, Corey Eid, Riley Polanski, Jillian Clare",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,4.9,"7,524"
tt6313378,Memoir of War,2017,N/A,17 Aug 2018,127 min,Emmanuel Finkiel,"Mélanie Thierry, Benoît Magimel, Benjamin Biolay, Grégoire Leprince-Ringuet",French,"France, Belgium, Switzerland","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.1,655
tt2112096,Absolutely Fabulous: The Movie,2016,R,22 Jul 2016,91 min,Mandie Fletcher,"Lulu, Gwendoline Christie, Jennifer Saunders, Joanna Lumley","English, French","UK, USA","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,5.4,"11,166"
tt2290147,Ben 10: Destroy All Aliens,2012,TV-Y7-FV,23 Mar 2012,69 min,Victor Cook,"Tara Strong, Meagan Moore, Paul Eiding, Steve Blum",English,"Singapore, USA, India","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,763
tt3245074,Stay Away from Me,2013,N/A,14 Nov 2013,100 min,Alessio Maria Federici,"Enrico Brignano, Ambra Angiolini, Anna Galiena, Giampaolo Morelli",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,535
tt1831829,William & Kate,2011,TV-14,18 Apr 2011,87 min,Mark Rosman,"Camilla Luddington, Nico Evers-Swindell, Victoria Tennant, Charles Shaughnessy",English,"UK, USA","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"2,594"
tt1672087,Mortal Kombat: Rebirth,2010,TV-14,08 Jun 2010,8 min,Kevin Tancharoen,"Jeri Ryan, Michael Jai White, Ian Anthony Dale, Richard Dorton",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"4,610"
tt0831280,Waking Madison,2010,R,N/A,89 min,Katherine Brooks,"Imogen Poots, Taryn Manning, Elisabeth Shue, Will Patton",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"1,308"
tt2782844,Billionaire Ransom,2016,Not Rated,19 Aug 2016,107 min,Jim Gillespie,"Jeremy Sumpter, Phoebe Tonkin, Hari Dhillon, Sebastian Koch",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"3,002"
tt3106120,See No Evil 2,2014,R,21 Oct 2014,90 min,"Jen Soska, Sylvia Soska","Glenn Jacobs, Danielle Harris, Katharine Isabelle, Chelan Simmons",English,"USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,4.7,"5,523"
tt1519461,Area 51,2015,R,15 May 2015,91 min,Oren Peli,"Reid Warner, Darrin Bragg, Ben Rovner, Jelena Nik",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,4.2,"11,723"
tt1597033,Locked Down,2010,R,09 Nov 2010,99 min,Daniel Zirilli,"Tony Schiena, Rashad Evans, Vinnie Jones, Dwier Brown",English,"USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,"2,435"
tt1274273,The Last Seven,2010,N/A,27 Aug 2014,84 min,Imran Naqvi,"Tamer Hassan, Simon Phillips, Daisy Head, Sebastian Street",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,3.9,"1,803"
tt1735862,Dragon Eyes,2012,R,09 Oct 2014,91 min,John Hyams,"Cung Le, Jean-Claude Van Damme, Johnny Holmes, Peter Weller","English, Italian, Spanish",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,"5,382"
tt1630637,The Immature,2011,N/A,21 Jan 2011,108 min,Paolo Genovese,"Raoul Bova, Barbora Bobulova, Ambra Angiolini, Luca Bizzarri",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"2,732"
tt8543398,"At the Hospital, an Interlude of Clarity",2019,TV-MA,18 Oct 2019,32 min,Tom Hall,"Sofia Boutella, John Gallagher Jr., Erinn Anova, Chris Kepford",N/A,N/A,[],N/A,N/A,N/A
tt6967980,Bareilly Ki Barfi,2017,N/A,18 Aug 2017,116 min,Ashwiny Iyer Tiwari,"Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi",Hindi,India,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",N/A,7.5,"14,419"
tt8476174,Mad Mom,2018,N/A,18 Jul 2018,85 min,Frédéric Quiring,"Audrey Lamy, Florent Peyre, Charlie Langendries, Michèle Moretti",French,"France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,167
tt1769363,The Giant Mechanical Man,2012,PG-13,27 Apr 2012,94 min,Lee Kirk,"Jenna Fischer, Chris Messina, Malin Akerman, Rich Sommer",English,"USA, Poland","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.7,"8,928"
tt5538078,Extremis,2016,TV-PG,16 Sep 2016,24 min,Dan Krauss,"Monica Bhargava, Jessica Zitter",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,875"
tt1801096,Sexy Evil Genius,2013,R,22 Oct 2014,91 min,Shawn Piller,"Seth Green, Anthony Michael Hall, Michelle Trachtenberg, Katee Sackhoff",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,"3,404"
tt1554092,The Howling: Reborn,2011,R,18 Oct 2011,88 min,Joe Nimziki,"Landon Liboiron, Lindsey Shaw, Ivana Milicevic, Jesse Rath",English,"Canada, USA","[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,4.1,"3,232"
tt1946421,The Captains,2011,Not Rated,22 Jul 2011,97 min,William Shatner,"William Shatner, Patrick Stewart, Avery Brooks, Kate Mulgrew","English, French",Canada,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"2,599"
tt1879032,Rapture-Palooza,2013,R,13 Jun 2013,85 min,Paul Middleditch,"Craig Robinson, Anna Kendrick, John Francis Daley, Rob Corddry",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.2,"10,616"
tt8655574,Venise n'est pas en Italie,2019,N/A,29 May 2019,95 min,Ivan Calbérac,"Benoît Poelvoorde, Valérie Bonneton, Helie Thonnat, Eugène Marcuse",French,"France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,136
tt3212812,My Mom Is a Character 2,2016,N/A,22 Dec 2016,96 min,César Rodrigues,"Paulo Gustavo, Rodrigo Pandolfo, Mariana Xavier, Patricya Travassos",Portuguese,Brazil,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,582"
tt9872556,Momenti di trascurabile felicità,2019,N/A,14 Mar 2019,93 min,Daniele Luchetti,"Pif, Thony, Renato Carpentieri, Francesco Giammarco",Italian,Italy,[],N/A,N/A,N/A
tt2624412,Boulevard,2014,R,10 Jul 2015,88 min,Dito Montiel,"Robin Williams, Kathy Baker, Roberto Aguire, Giles Matthey",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.8,"7,550"
tt6170804,The Assassin's Code,2018,TV-MA,03 May 2019,95 min,David A. Armstrong,"Justin Chatwin, Peter Stormare, Mark Thompson, Robin Thomas",English,"USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,830
tt8255452,The Snow Queen: Mirrorlands,2018,N/A,01 Jan 2019,80 min,"Robert Lence, Aleksey Tsitsilin",N/A,Russian,Russia,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,71
tt1415016,The End of Time: Part One,2009,TV-PG,26 Dec 2009,60 min,Euros Lyn,"David Tennant, John Simm, Bernard Cribbins, Timothy Dalton",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,3561
tt1954299,I Am Bruce Lee,2012,Not Rated,09 Feb 2012,94 min,Pete McCormack,"Bruce Lee, Paul Bowman, Daniele Bolelli, Richard Bustillo",English,Canada,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,7.5,"3,477"
tt2258281,Beyond the Hills,2012,Not Rated,26 Oct 2012,152 min,Cristian Mungiu,"Cosmina Stratan, Cristina Flutur, Valeriu Andriuta, Dana Tapalaga",Romanian,"Romania, France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.5,"10,804"
tt4331970,Being 17,2016,Unrated,30 Mar 2016,116 min,André Téchiné,"Sandrine Kiberlain, Kacey Mottet Klein, Corentin Fila, Alexis Loret","French, Spanish",France,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.2,"4,816"
tt4551314,Odd Job,2016,N/A,31 Aug 2016,107 min,Pascal Chaumeil,"Romain Duris, Michel Blanc, Alice Belaïdi, Gustave Kervern",French,"France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"1,363"
tt1523483,Kaboom,2010,Not Rated,06 Oct 2010,86 min,Gregg Araki,"Thomas Dekker, Haley Bennett, Chris Zylka, Roxane Mesquida",English,"USA, France","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,5.7,"11,940"
tt6794912,Studio 17: the Lost Archives,2018,N/A,N/A,N/A,Mark James,"David A. Stewart, Jimmy Cliff, Ali Campbell, Lee 'Scratch' Perry",English,UK,[],N/A,N/A,N/A
tt8228172,The Furies,2019,Not Rated,07 Nov 2019,82 min,Tony D'Aquino,"Airlie Dodds, Linda Ngo, Taylor Ferguson, Ebony Vagulans",English,"Australia, United Arab Emirates","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,5.1,925
tt5255524,Traded,2016,Not Rated,10 Jun 2016,98 min,Timothy Woodward Jr.,"Kris Kristofferson, Trace Adkins, Michael Paré, Tom Sizemore",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,5.1,"2,517"
tt7319064,Killer Kate!,2018,N/A,26 Oct 2018,80 min,Elliot Feld,"Alexandra Feld, Danielle Burgess, Amaris Davidson, Abby Eiland",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,3.6,324
tt8744094,Gogol. Strashnaya mest,2018,N/A,30 Aug 2018,107 min,Egor Baranov,"Alexander Petrov, Oleg Menshikov, Evgeniy Stychkin, Artyom Suchkov",Russian,Russia,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,576
tt1705773,Mega Shark vs. Crocosaurus,2010,R,21 Dec 2010,88 min,Christopher Ray,"Gary Stretch, Jaleel White, Sarah Lieving, Robert Picardo","English, French, Spanish",USA,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",N/A,2.5,"4,764"
tt5538704,Bullyparade: The Movie,2017,N/A,17 Aug 2017,100 min,Michael Herbig,"Michael Herbig, Christian Tramitz, Rick Kavanian, Sky du Mont",German,Germany,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,"2,600"
tt1533117,Let the Bullets Fly,2010,Not Rated,16 Dec 2010,132 min,Wen Jiang,"Yun-Fat Chow, You Ge, Wen Jiang, Carina Lau",Mandarin,"China, Hong Kong","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.4,"8,255"
tt1659611,The Roommates Party,2015,N/A,23 Dec 2015,102 min,Alexandra Leclère,"Karin Viard, Didier Bourdon, Valérie Bonneton, Michel Vuillermoz","French, Bambara",France,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,672
tt1785669,Vikingdom,2013,Unrated,04 Oct 2013,114 min,Yusry Abd Halim,"Dominic Purcell, Natassia Malthe, Craig Fairbrass, Jon Foo","English, Mandarin","Malaysia, USA","[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,3.3,"3,093"
tt6493222,Sconnessi,2018,N/A,22 Feb 2018,N/A,Cristian Marazziti,"Fabrizio Bentivoglio, Ricky Memphis, Carolina Crescentini, Stefano Fresi",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,323
tt7555072,Top End Wedding,2019,N/A,02 May 2019,113 min,Wayne Blair,"Alan Rickman, Gwilym Lee, Kerry Fox, Rob Collins","English, French, Aboriginal",Australia,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,6.3,683
tt2403558,Catch Hell,2014,Not Rated,20 Nov 2014,98 min,Ryan Phillippe,"Ryan Phillippe, Ian Barford, Stephen Louis Grush, James DuMont",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.5,"2,537"
tt1316616,There Be Dragons,2011,PG-13,25 Mar 2011,122 min,Roland Joffé,"Charlie Cox, Wes Bentley, Dougray Scott, Rodrigo Santoro",English,"Spain, USA","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.8,"4,366"
tt6360426,Todo Amor,2017,N/A,N/A,N/A,Marcos Bernstein,"Cleo Pires, Igor Angelkorte, Juliana Didone",Portuguese,Brazil,[],N/A,N/A,N/A
tt1846487,Reality,2012,R,28 Sep 2012,116 min,Matteo Garrone,"Aniello Arena, Loredana Simioli, Nando Paone, Nello Iorio","Italian, Neapolitan, English, Latin","Italy, France","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.8,"4,637"
tt3702996,Suck Me Shakespeer 2,2015,N/A,10 Sep 2015,115 min,Bora Dagtekin,"Elyas M'Barek, Jella Haase, Karoline Herfurth, Katja Riemann","German, English, Thai",Germany,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"10,354"
tt1987018,A Happy Event,2011,R,28 Sep 2011,107 min,Rémi Bezançon,"Louise Bourgoin, Pio Marmaï, Josiane Balasko, Thierry Frémont",French,"France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"4,111"
tt3655972,The Olive Tree,2016,N/A,06 May 2016,100 min,Icíar Bollaín,"Anna Castillo, Javier Gutiérrez, Pep Ambròs, Manuel Cucala","Spanish, German, English, French","Spain, Germany","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,6.9,"2,622"
tt1613062,The Music Never Stopped,2011,PG,27 Oct 2011,105 min,Jim Kohlberg,"J.K. Simmons, Cara Seymour, Lou Taylor Pucci, Scott Adsit",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.5,"7,303"
tt8879946,Maiden,2018,PG,28 Jun 2019,97 min,Alex Holmes,"Frank Bough, John Chittenden, Bruno Du Bois, Pat Edwards","English, French",UK,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.5,533
tt1137470,Accidental Love,2015,PG-13,10 Feb 2015,100 min,David O. Russell,"Jessica Biel, Raymond L. Brown Jr., Jenny Gulley, Beverly D'Angelo","English, Portuguese","USA, UK","[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20,4.1,"7,163"
tt2573198,Hal,2013,TV-14,08 Jun 2013,60 min,Ryôtarô Makihara,"Yoshimasa Hosoya, Yôko Hikasa, Mamoru Miyano, Tamio Ohki","English, Japanese",Japan,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,387"
tt1405810,Loose Cannons,2010,Not Rated,12 Mar 2010,110 min,Ferzan Ozpetek,"Riccardo Scamarcio, Nicole Grimaudo, Alessandro Preziosi, Ennio Fantastichini",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}]",N/A,7.3,"10,645"
tt1017464,The Tortured,2010,R,28 Sep 2012,79 min,Robert Lieberman,"Erika Christensen, Jesse Metcalfe, Bill Lippincott, Bill Moseley",English,"USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '9/100'}]",9,5.5,"7,024"
